eName,isPlanet,semimajorAxis,perihelion,aphelion,eccentricity,inclination,density,gravity,escape,meanRadius,equaRadius,polarRadius,flattening,dimension,sideralOrbit,sideralRotation,discoveryDate,mass_kg,volume,orbit_type,orbits,bondAlbido,geomAlbido,RV_abs,p_transit,transit_visibility,transit_depth,massj,semimajorAxis_AU,grav_int
Romulus,FALSE,1356,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,18/02/2001,2.40E+16,NA,Secondary,87 Sylvia,NA,NA,NA,513.550885,92439.15929,2.25E-09,1.26E-11,9.06E-06,1.73E+24
Alexhelios,FALSE,775,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,18/09/2008,2.40E+16,NA,Secondary,216 Kleopatra,NA,NA,NA,898.5483871,161738.7097,2.25E-09,1.26E-11,5.18E-06,5.31E+24
Cleoselene,FALSE,380,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,18/09/2008,2.40E+16,NA,Secondary,216 Kleopatra,NA,NA,NA,1832.565789,329861.8421,2.25E-09,1.26E-11,2.54E-06,2.21E+25
8 Flora,FALSE,329313000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,18/10/1847,2.40E+16,NA,Primary,NA,NA,NA,NA,0.00211463,0.380633318,2.25E-09,1.26E-11,2.201321439,2.93922E+13
2060 Chiron,FALSE,2042652000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,18/10/1977,2.40E+16,NA,Primary,NA,NA,NA,NA,3.41E-04,0.061365078,2.25E-09,1.26E-11,13.65428525,7.63944E+11
5261 Eureka,FALSE,227908000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,20/06/1990,2.40E+16,NA,Primary,NA,NA,NA,NA,0.003055509,0.549991663,2.25E-09,1.26E-11,1.523470882,6.13665E+13
588 Achilles,FALSE,776669000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,22/02/1906,2.40E+16,NA,Primary,NA,NA,NA,NA,8.97E-04,0.161391146,2.25E-09,1.26E-11,5.191711596,5.28419E+12
Weywot,FALSE,10000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,22/02/2007,2.40E+16,NA,Secondary,50000 Quaoar,NA,NA,NA,69.6375,12534.75,2.25E-09,1.26E-11,6.68E-05,3.19E+22
28978 Ixion,FALSE,5910896000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,22/05/2001,2.40E+16,NA,Primary,NA,NA,NA,NA,1.18E-04,0.021206176,2.25E-09,1.26E-11,39.51189928,91231304353
Neptune,TRUE,4498396441,2147483647,2147483647,0.0113,1.769,1.638,11.15,23560,24622,24764,24341,0.01708,NA,60189,16.11,23/09/1846,1.02E+26,6.25E+13,Primary,NA,0.29,0.442,0.278582493,1.60E-04,0.02884884,0.001250263,0.053684211,30.06992292,6.69E+20
Shoemaker-Levy 9,FALSE,0,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,24/03/1993,2.40E+16,NA,Primary,NA,NA,NA,NA,Inf,Inf,2.25E-09,1.26E-11,0,Inf
9 Metis,FALSE,357052000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,25/04/1848,2.40E+16,NA,Primary,NA,NA,NA,NA,0.001950346,0.35106231,2.25E-09,1.26E-11,2.386745201,2.50027E+13
136108 Haumea,TRUE,6432011461,2147483647,2147483647,0.19126,28.19,2.6,0.401,809,33,0,498,0.6102,1960 x 1518 x 996,103774,3.92,28/12/2004,4.01E+21,2400000000,Primary,NA,NA,0.66,9.08E-06,1.08E-04,0.019488072,2.25E-09,2.11E-06,42.99534098,1.28733E+16
7066 Nessus,FALSE,3689000000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,26/04/1993,2.40E+16,NA,Primary,NA,NA,NA,NA,1.89E-04,0.033978721,2.25E-09,1.26E-11,24.65944189,2.34225E+11
25143 Itokawa,FALSE,198049628,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,26/09/1998,2.40E+16,NA,Primary,NA,NA,NA,NA,0.003516164,0.632909545,2.25E-09,1.26E-11,1.323879993,8.12648E+13
10370 Hylonome,FALSE,3779000000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,27/02/1995,2.40E+16,NA,Primary,NA,NA,NA,NA,1.84E-04,0.033169489,2.25E-09,1.26E-11,25.26105474,2.23201E+11
45 Eugenia,FALSE,406934000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,27/06/1857,2.40E+16,NA,Primary,NA,NA,NA,NA,0.001711273,0.308029066,2.25E-09,1.26E-11,2.720185776,1.92488E+13
(308933) 2006 SQ372,FALSE,1.52E+11,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,27/09/2006,2.40E+16,NA,Primary,NA,NA,NA,NA,4.58E-06,8.25E-04,2.25E-09,1.26E-11,1016.057243,137963227.1
2 Pallas,FALSE,414717000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,28/03/1802,2.40E+16,NA,Primary,NA,NA,NA,NA,0.001679157,0.30224828,2.25E-09,1.26E-11,2.772211918,1.8533E+13
8405 Asbolus,FALSE,2694000000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,28/03/1995,2.40E+16,NA,Primary,NA,NA,NA,NA,2.58E-04,0.046528396,2.25E-09,1.26E-11,18.00827771,4.39193E+11
20000 Varuna,FALSE,6451398000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,28/11/2000,2.40E+16,NA,Primary,NA,NA,NA,NA,1.08E-04,0.01942951,2.25E-09,1.26E-11,43.12493199,76584847158
4 Vesta,FALSE,353343000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,29/03/1807,2.40E+16,NA,Primary,NA,NA,NA,NA,0.001970819,0.35474737,2.25E-09,1.26E-11,2.361952068,2.55304E+13
243 Ida,FALSE,428000000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,29/09/1884,2.40E+16,NA,Primary,NA,NA,NA,NA,0.001627044,0.292867991,2.25E-09,1.26E-11,2.861003288,1.74006E+13
Comet Hyakutake,FALSE,0,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,30/01/1996,2.40E+16,NA,Primary,NA,NA,NA,NA,Inf,Inf,2.25E-09,1.26E-11,0,Inf
951 Gaspra,FALSE,330513000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,30/07/1916,2.40E+16,NA,Primary,NA,NA,NA,NA,0.002106952,0.379251346,2.25E-09,1.26E-11,2.209342944,2.91792E+13
15760 Albion,FALSE,6547379000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,30/08/1992,2.40E+16,NA,Primary,NA,NA,NA,NA,1.06E-04,0.019144684,2.25E-09,1.26E-11,43.76652535,74355921151
136472 Makemake,TRUE,6783345606,2147483647,2147483647,0.15586,29.00685,1.4,0.5,800,725,745,715,0.05,NA,112897,0,31/03/2005,4.40E+21,1700000000,Primary,NA,NA,0.81,9.66E-06,1.03E-04,0.018497076,1.08E-06,2.32E-06,45.34386468,1.27E+16
Halley's Comet,FALSE,2677801885,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,NA,2.40E+16,NA,Primary,NA,NA,NA,NA,2.60E-04,0.046809848,2.25E-09,1.26E-11,17.9,4.44522E+11
Jupiter,TRUE,778340821,740379835,816620000,0.0489,1.304,1.3262,24.79,60200,69911,71492,66854,0.06487,NA,4332.589,9.925,NA,1.90E+27,1.43E+15,Primary,NA,0.503,0.538,12.47351822,9.84E-04,0.177204557,0.010079659,1,5.202887029,4.17E+23
Mars,TRUE,227943824,206700000,249200000,0.0935,1.85,3.9341,3.71,5030,3389.5,3396.19,3376.2,0.00589,NA,686.98,24.6229,NA,6.42E+23,1.63E+11,Primary,NA,0.25,0.17,0.00778452,0.003069754,0.552555747,2.37E-05,3.38E-04,1.523710351,1.64E+21
Mercury,TRUE,57909227,46001200,69816900,0.2056,7,5.4291,3.7,4250,2439.4,2440.53,2439.7,0,NA,87.969,1407.6,NA,3.30E+23,60830000000,Primary,NA,0.088,0.142,0.007938622,0.01206684,2.172031272,1.23E-05,1.74E-04,0.387099273,1.31E+22
Saturn,TRUE,1426666422,1349823615,1503509229,0.0565,2.485,0.6871,10.44,36090,58232,60268,54364,0.09796,NA,10759.22,10.656,NA,5.68E+26,8.27E+14,Primary,NA,0.342,0.499,2.752346054,5.29E-04,0.095203278,0.006993237,0.298947368,9.536675992,3.71E+22
Sun,FALSE,0,0,0,0,0,1.408,274,617000,696342,0,0,0,39x37x25,2.74,601,NA,1.99E+30,1.41E+18,Primary,NA,NA,NA,NA,Inf,Inf,1,1047.368421,0,Inf
Earth,TRUE,149598262,147095000,152100000,0.0167,23.5,5.5136,9.8,11190,6371.0084,6378.1366,6356.8,0.00335,NA,365.256,23.9345,NA,5.97E+24,1.08E+12,Primary,NA,0.306,0.367,0.089354529,0.004697334,0.845520127,8.37E-05,0.003142105,1.000002616,3.54E+22
Venus,TRUE,108208475,107477000,108939000,0.0067,3.39,5.243,8.87,10360,6051.8,6051.8,6051.8,0,NA,224.701,-5832.5,NA,4.87E+24,9.28E+11,Primary,NA,0.76,0.689,0.085703445,0.006491116,1.168400941,7.55E-05,0.002563158,0.723328979,5.52E+22
Kerberos,FALSE,59000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,20/07/2011,2.40E+16,NA,Secondary,Pluto,NA,NA,NA,11.8029661,2124.533898,2.25E-09,1.26E-11,3.94E-04,9.16E+20
S/2011 J 1,FALSE,20155290,0,0,0.296,162.8,1,0,0,0.5,0,0,0,NA,580.7,0,29/01/2012,2.40E+16,NA,Secondary,Jupiter,NA,NA,NA,0.03454887,6.218796653,5.16E-13,1.26E-11,0.134729792,7.84644E+15
S/2011 J 2,FALSE,23329710,0,0,0.332,148.8,1,0,0,0.5,0,0,0,NA,726.8,0,29/01/2012,2.40E+16,NA,Secondary,Jupiter,NA,NA,NA,0.029847885,5.372619291,5.16E-13,1.26E-11,0.155949479,5.85641E+15
Styx,FALSE,45000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,11/7/12,2.40E+16,NA,Secondary,Pluto,NA,NA,NA,15.475,2785.5,2.25E-09,1.26E-11,3.01E-04,1.57E+21
Hippocamp,FALSE,105200,0,0,0,0,1,0,0,17,0,0,0,NA,0.95,0,1/7/13,3.00E+16,NA,Secondary,Neptune,NA,NA,NA,6.619382129,1191.488783,5.96E-10,1.58E-11,7.03E-04,3.60E+20
S/2015 (136472) 1,FALSE,21100,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,26/04/2016,2.40E+16,NA,Secondary,136472 Makemake,NA,NA,NA,33.0035545,5940.63981,2.25E-09,1.26E-11,1.41E-04,7.16E+21
S/2017 J 1,FALSE,23587000,0,0,0.397,149.2,1,0,0,2,0,0,0,NA,734.2,0,6/6/17,2.40E+16,NA,Secondary,Jupiter,NA,NA,NA,0.029522364,5.314025523,8.25E-12,1.26E-11,0.157669356,5.72935E+15
S/2016 J 1,FALSE,20651000,0,0,0.141,139.8,1,0,0,0.5,0,0,0,NA,602.7,0,6/6/17,2.40E+16,NA,Secondary,Jupiter,NA,NA,NA,0.033719554,6.069519636,5.16E-13,1.26E-11,0.138043409,7.47426E+15
Valetudo,FALSE,18980000,0,0,0.222,34,1,0,0,0.5,0,0,0,NA,533,0,17/07/2018,2.40E+16,NA,Secondary,Jupiter,NA,NA,NA,0.036688224,6.6038804,5.16E-13,1.26E-11,0.126873464,8.84826E+15
S/2017 J 2,FALSE,23303000,0,0,0.236,166.4,1,0,0,1,0,0,0,NA,723,0,17/07/2018,2.40E+16,NA,Secondary,Jupiter,NA,NA,NA,0.029882118,5.378781273,2.06E-12,1.26E-11,0.155770934,5.86985E+15
S/2017 J 3,FALSE,20694000,0,0,0.148,147.9,1,0,0,1,0,0,0,NA,606,0,17/07/2018,2.40E+16,NA,Secondary,Jupiter,NA,NA,NA,0.033649512,6.056912148,2.06E-12,1.26E-11,0.138330846,7.44323E+15
Pandia,FALSE,11525000,0,0,0.18,28.2,1,0,0,1.5,0,0,0,NA,252,0,17/07/2018,2.40E+16,NA,Secondary,Jupiter,NA,NA,NA,0.06042026,10.87564685,4.64E-12,1.26E-11,0.077039867,2.39976E+16
S/2017 J 5,FALSE,23232000,0,0,0.284,164.3,1,0,0,1,0,0,0,NA,719,0,17/07/2018,2.40E+16,NA,Secondary,Jupiter,NA,NA,NA,0.029973442,5.395219525,2.06E-12,1.26E-11,0.155296328,5.90578E+15
S/2017 J 6,FALSE,22455000,0,0,0.557,155.2,1,0,0,1,0,0,0,NA,683,0,17/07/2018,2.40E+16,NA,Secondary,Jupiter,NA,NA,NA,0.031010599,5.581907816,2.06E-12,1.26E-11,0.150102404,6.32156E+15
S/2017 J 7,FALSE,20627000,0,0,0.215,143.4,1,0,0,1,0,0,0,NA,603,0,17/07/2018,2.40E+16,NA,Secondary,Jupiter,NA,NA,NA,0.033758811,6.076586028,2.06E-12,1.26E-11,0.137882979,7.49167E+15
S/2017 J 8,FALSE,23233000,0,0,0.312,164.7,1,0,0,0.5,0,0,0,NA,720,0,17/07/2018,2.40E+16,NA,Secondary,Jupiter,NA,NA,NA,0.02997213,5.394983429,5.16E-13,1.26E-11,0.155303013,5.90527E+15
S/2017 J 9,FALSE,21487000,0,0,0.229,152.7,1,0,0,1.5,0,0,0,NA,639,0,17/07/2018,2.40E+16,NA,Secondary,Jupiter,NA,NA,NA,0.032407665,5.833379718,4.64E-12,1.26E-11,0.143631723,6.90397E+15
Ersa,FALSE,11483000,0,0,0.094,30.6,1,0,0,1.5,0,0,0,NA,252,0,17/07/2018,2.40E+16,NA,Secondary,Jupiter,NA,NA,NA,0.060641252,10.91542541,4.64E-12,1.26E-11,0.076759114,2.41735E+16
Ultima Thule,FALSE,6633400000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,26/06/2014,2.40E+16,NA,Primary,NA,NA,NA,NA,1.05E-04,0.018896418,2.25E-09,1.26E-11,44.34154022,72439950948
101955 Bennu,FALSE,168400000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,11/9/99,2.40E+16,NA,Primary,NA,NA,NA,NA,0.004135243,0.744343824,2.25E-09,1.26E-11,1.125684471,1.124E+14
